layer,sentence,pn,split
1,13,60,train
1,13,62,train
1,13,68,train
1,13,92,train
1,13,119,train
1,13,121,train
1,13,145,train
1,13,156,train
1,13,164,train
1,13,198,train
1,13,199,train
1,13,212,train
1,13,215,train
1,13,271,train
1,13,288,train
1,13,295,train
1,13,340,train
1,13,375,train
1,13,382,train
1,13,399,train
1,13,408,train
1,13,421,train
1,13,430,train
1,13,451,train
1,13,459,train
1,13,499,train
1,13,746,test
1,13,804,test
1,13,827,test
1,13,81,test
1,13,339,test
1,13,369,test
1,13,371,test
1,13,418,test
1,13,432,test
1,13,440,test
1,14,684,train
1,14,700,train
1,14,715,train
1,14,768,train
1,14,819,train
1,14,877,train
1,14,960,train
1,14,972,train
1,14,18,train
1,14,19,train
1,14,26,train
1,14,37,train
1,14,60,train
1,14,62,train
1,14,68,train
1,14,92,train
1,14,119,train
1,14,121,train
1,14,145,train
1,14,156,train
1,14,198,train
1,14,212,train
1,14,215,train
1,14,271,train
1,14,288,train
1,14,295,train
1,14,340,train
1,14,382,train
1,14,408,train
1,14,421,train
1,14,430,train
1,14,451,train
1,14,459,train
1,14,499,train
1,14,746,test
1,14,804,test
1,14,827,test
1,14,81,test
1,14,369,test
1,14,371,test
1,14,418,test
1,14,432,test
1,14,440,test
1,15,684,train
1,15,700,train
1,15,715,train
1,15,768,train
1,15,819,train
1,15,877,train
1,15,960,train
1,15,972,train
1,15,18,train
1,15,19,train
1,15,26,train
1,15,68,train
1,15,92,train
1,15,119,train
1,15,121,train
1,15,156,train
1,15,198,train
1,15,212,train
1,15,215,train
1,15,271,train
1,15,288,train
1,15,295,train
1,15,340,train
1,15,382,train
1,15,421,train
1,15,430,train
1,15,451,train
1,15,459,train
1,15,499,train
1,15,827,test
1,15,369,test
1,15,371,test
1,15,418,test
1,15,432,test
1,15,440,test
1,16,684,train
1,16,700,train
1,16,715,train
1,16,768,train
1,16,819,train
1,16,877,train
1,16,960,train
1,16,972,train
1,16,18,train
1,16,19,train
1,16,26,train
1,16,68,train
1,16,119,train
1,16,121,train
1,16,156,train
1,16,198,train
1,16,212,train
1,16,215,train
1,16,271,train
1,16,288,train
1,16,295,train
1,16,340,train
1,16,382,train
1,16,430,train
1,16,459,train
1,16,499,train
1,16,369,test
1,16,371,test
1,16,418,test
1,16,432,test
1,16,440,test
1,17,684,train
1,17,700,train
1,17,715,train
1,17,768,train
1,17,819,train
1,17,877,train
1,17,972,train
1,17,18,train
1,17,19,train
1,17,26,train
1,17,68,train
1,17,119,train
1,17,121,train
1,17,156,train
1,17,198,train
1,17,212,train
1,17,215,train
1,17,271,train
1,17,288,train
1,17,295,train
1,17,340,train
1,17,382,train
1,17,430,train
1,17,499,train
1,17,369,test
1,17,371,test
1,17,418,test
1,17,432,test
1,17,440,test
1,18,684,train
1,18,700,train
1,18,715,train
1,18,768,train
1,18,819,train
1,18,877,train
1,18,972,train
1,18,18,train
1,18,19,train
1,18,26,train
1,18,68,train
1,18,119,train
1,18,121,train
1,18,156,train
1,18,198,train
1,18,212,train
1,18,271,train
1,18,288,train
1,18,295,train
1,18,340,train
1,18,382,train
1,18,430,train
1,18,499,train
1,18,369,test
1,18,418,test
1,18,432,test
1,18,440,test
1,19,684,train
1,19,700,train
1,19,715,train
1,19,819,train
1,19,877,train
1,19,972,train
1,19,18,train
1,19,19,train
1,19,26,train
1,19,119,train
1,19,121,train
1,19,156,train
1,19,198,train
1,19,212,train
1,19,271,train
1,19,288,train
1,19,295,train
1,19,340,train
1,19,382,train
1,19,430,train
1,19,499,train
1,19,369,test
1,19,418,test
1,19,432,test
1,19,440,test
1,20,700,train
1,20,715,train
1,20,819,train
1,20,877,train
1,20,972,train
1,20,18,train
1,20,19,train
1,20,26,train
1,20,119,train
1,20,121,train
1,20,156,train
1,20,198,train
1,20,212,train
1,20,271,train
1,20,288,train
1,20,295,train
1,20,340,train
1,20,382,train
1,20,430,train
1,20,499,train
1,20,369,test
1,20,418,test
1,20,432,test
1,20,440,test
1,21,700,train
1,21,715,train
1,21,819,train
1,21,877,train
1,21,972,train
1,21,18,train
1,21,19,train
1,21,26,train
1,21,121,train
1,21,156,train
1,21,198,train
1,21,212,train
1,21,271,train
1,21,288,train
1,21,295,train
1,21,340,train
1,21,382,train
1,21,430,train
1,21,499,train
1,21,369,test
1,21,418,test
1,21,432,test
1,21,440,test
1,22,700,train
1,22,715,train
1,22,819,train
1,22,877,train
1,22,972,train
1,22,18,train
1,22,26,train
1,22,121,train
1,22,156,train
1,22,198,train
1,22,212,train
1,22,271,train
1,22,288,train
1,22,295,train
1,22,340,train
1,22,382,train
1,22,430,train
1,22,499,train
1,22,369,test
1,22,418,test
1,22,432,test
1,22,440,test
1,23,700,train
1,23,715,train
1,23,819,train
1,23,877,train
1,23,972,train
1,23,18,train
1,23,26,train
1,23,121,train
1,23,156,train
1,23,212,train
1,23,271,train
1,23,288,train
1,23,295,train
1,23,340,train
1,23,382,train
1,23,430,train
1,23,499,train
1,23,418,test
1,23,432,test
1,23,440,test
2,0,684,train
2,0,700,train
2,0,715,train
2,0,768,train
2,0,819,train
2,0,877,train
2,0,960,train
2,0,972,train
2,0,3,train
2,0,18,train
2,0,19,train
2,0,26,train
2,0,37,train
2,0,59,train
2,0,60,train
2,0,62,train
2,0,68,train
2,0,92,train
2,0,119,train
2,0,121,train
2,0,145,train
2,0,156,train
2,0,164,train
2,0,198,train
2,0,199,train
2,0,212,train
2,0,215,train
2,0,271,train
2,0,288,train
2,0,295,train
2,0,309,train
2,0,324,train
2,0,340,train
2,0,375,train
2,0,382,train
2,0,399,train
2,0,408,train
2,0,421,train
2,0,430,train
2,0,451,train
2,0,459,train
2,0,474,train
2,0,479,train
2,0,499,train
2,0,746,test
2,0,804,test
2,0,827,test
2,0,81,test
2,0,277,test
2,0,339,test
2,0,369,test
2,0,371,test
2,0,418,test
2,0,432,test
2,0,440,test
2,1,684,train
2,1,700,train
2,1,715,train
2,1,768,train
2,1,819,train
2,1,877,train
2,1,960,train
2,1,972,train
2,1,3,train
2,1,18,train
2,1,19,train
2,1,26,train
2,1,37,train
2,1,59,train
2,1,60,train
2,1,62,train
2,1,68,train
2,1,92,train
2,1,119,train
2,1,121,train
2,1,145,train
2,1,156,train
2,1,164,train
2,1,198,train
2,1,199,train
2,1,212,train
2,1,215,train
2,1,271,train
2,1,288,train
2,1,295,train
2,1,309,train
2,1,324,train
2,1,340,train
2,1,375,train
2,1,382,train
2,1,399,train
2,1,408,train
2,1,421,train
2,1,430,train
2,1,451,train
2,1,459,train
2,1,474,train
2,1,479,train
2,1,499,train
2,1,746,test
2,1,804,test
2,1,827,test
2,1,81,test
2,1,277,test
2,1,339,test
2,1,369,test
2,1,371,test
2,1,418,test
2,1,432,test
2,1,440,test
2,2,684,train
2,2,700,train
2,2,715,train
2,2,768,train
2,2,819,train
2,2,877,train
2,2,960,train
2,2,972,train
2,2,3,train
2,2,18,train
2,2,19,train
2,2,26,train
2,2,37,train
2,2,59,train
2,2,60,train
2,2,62,train
2,2,68,train
2,2,92,train
2,2,119,train
2,2,121,train
2,2,145,train
2,2,156,train
2,2,164,train
2,2,198,train
2,2,199,train
2,2,212,train
2,2,215,train
2,2,271,train
2,2,288,train
2,2,295,train
2,2,309,train
2,2,324,train
2,2,340,train
2,2,375,train
2,2,382,train
2,2,399,train
2,2,408,train
2,2,421,train
2,2,430,train
2,2,451,train
2,2,459,train
2,2,474,train
2,2,479,train
2,2,499,train
2,2,746,test
2,2,804,test
2,2,827,test
2,2,81,test
2,2,277,test
2,2,339,test
2,2,369,test
2,2,371,test
2,2,418,test
2,2,432,test
2,2,440,test
2,3,684,train
2,3,700,train
2,3,715,train
2,3,768,train
2,3,819,train
2,3,877,train
2,3,960,train
2,3,972,train
2,3,3,train
2,3,18,train
2,3,19,train
2,3,26,train
2,3,37,train
2,3,59,train
2,3,60,train
2,3,62,train
2,3,68,train
2,3,92,train
2,3,119,train
2,3,121,train
2,3,145,train
2,3,156,train
2,3,164,train
2,3,198,train
2,3,199,train
2,3,212,train
2,3,215,train
2,3,271,train
2,3,288,train
2,3,295,train
2,3,309,train
2,3,324,train
2,3,340,train
2,3,375,train
2,3,382,train
2,3,399,train
2,3,408,train
2,3,421,train
2,3,430,train
2,3,451,train
2,3,459,train
2,3,474,train
2,3,479,train
2,3,499,train
2,3,746,test
2,3,804,test
2,3,827,test
2,3,81,test
2,3,277,test
2,3,339,test
2,3,369,test
2,3,371,test
2,3,418,test
2,3,432,test
2,3,440,test
2,4,684,train
2,4,700,train
2,4,715,train
2,4,768,train
2,4,819,train
2,4,877,train
2,4,960,train
2,4,972,train
2,4,3,train
2,4,18,train
2,4,19,train
2,4,26,train
2,4,37,train
2,4,59,train
2,4,60,train
2,4,62,train
2,4,68,train
2,4,92,train
2,4,119,train
2,4,121,train
2,4,145,train
2,4,156,train
2,4,164,train
2,4,198,train
2,4,199,train
2,4,212,train
2,4,215,train
2,4,271,train
2,4,288,train
2,4,295,train
2,4,309,train
2,4,324,train
2,4,340,train
2,4,375,train
2,4,382,train
2,4,399,train
2,4,408,train
2,4,421,train
2,4,430,train
2,4,451,train
2,4,459,train
2,4,474,train
2,4,479,train
2,4,499,train
2,4,746,test
2,4,804,test
2,4,827,test
2,4,81,test
2,4,277,test
2,4,339,test
2,4,369,test
2,4,371,test
2,4,418,test
2,4,432,test
2,4,440,test
2,5,684,train
2,5,700,train
2,5,715,train
2,5,768,train
2,5,819,train
2,5,877,train
2,5,960,train
2,5,972,train
2,5,3,train
2,5,18,train
2,5,19,train
2,5,26,train
2,5,37,train
2,5,59,train
2,5,60,train
2,5,62,train
2,5,68,train
2,5,92,train
2,5,119,train
2,5,121,train
2,5,145,train
2,5,156,train
2,5,164,train
2,5,198,train
2,5,199,train
2,5,212,train
2,5,215,train
2,5,271,train
2,5,288,train
2,5,295,train
2,5,309,train
2,5,324,train
2,5,340,train
2,5,375,train
2,5,382,train
2,5,399,train
2,5,408,train
2,5,421,train
2,5,430,train
2,5,451,train
2,5,459,train
2,5,474,train
2,5,479,train
2,5,499,train
2,5,746,test
2,5,804,test
2,5,827,test
2,5,81,test
2,5,277,test
2,5,339,test
2,5,369,test
2,5,371,test
2,5,418,test
2,5,432,test
2,5,440,test
2,6,684,train
2,6,700,train
2,6,715,train
2,6,768,train
2,6,819,train
2,6,877,train
2,6,960,train
2,6,972,train
2,6,3,train
2,6,18,train
2,6,19,train
2,6,26,train
2,6,37,train
2,6,60,train
2,6,62,train
2,6,68,train
2,6,92,train
2,6,119,train
2,6,121,train
2,6,145,train
2,6,156,train
2,6,164,train
2,6,198,train
2,6,199,train
2,6,212,train
2,6,215,train
2,6,271,train
2,6,288,train
2,6,295,train
2,6,309,train
2,6,324,train
2,6,340,train
2,6,375,train
2,6,382,train
2,6,399,train
2,6,408,train
2,6,421,train
2,6,430,train
2,6,451,train
2,6,459,train
2,6,474,train
2,6,479,train
2,6,499,train
2,6,746,test
2,6,804,test
2,6,827,test
2,6,81,test
2,6,277,test
2,6,339,test
2,6,369,test
2,6,371,test
2,6,418,test
2,6,432,test
2,6,440,test
2,7,684,train
2,7,700,train
2,7,715,train
2,7,768,train
2,7,819,train
2,7,877,train
2,7,960,train
2,7,972,train
2,7,3,train
2,7,18,train
2,7,19,train
2,7,26,train
2,7,37,train
2,7,60,train
2,7,62,train
2,7,68,train
2,7,92,train
2,7,119,train
2,7,121,train
2,7,145,train
2,7,156,train
2,7,164,train
2,7,198,train
2,7,199,train
2,7,212,train
2,7,215,train
2,7,271,train
2,7,288,train
2,7,295,train
2,7,309,train
2,7,324,train
2,7,340,train
2,7,375,train
2,7,382,train
2,7,399,train
2,7,408,train
2,7,421,train
2,7,430,train
2,7,451,train
2,7,459,train
2,7,474,train
2,7,479,train
2,7,499,train
2,7,746,test
2,7,804,test
2,7,827,test
2,7,81,test
2,7,277,test
2,7,339,test
2,7,369,test
2,7,371,test
2,7,418,test
2,7,432,test
2,7,440,test
2,8,684,train
2,8,700,train
2,8,715,train
2,8,768,train
2,8,819,train
2,8,877,train
2,8,960,train
2,8,972,train
2,8,3,train
2,8,18,train
2,8,19,train
2,8,26,train
2,8,37,train
2,8,60,train
2,8,62,train
2,8,68,train
2,8,92,train
2,8,119,train
2,8,121,train
2,8,145,train
2,8,156,train
2,8,164,train
2,8,198,train
2,8,199,train
2,8,212,train
2,8,215,train
2,8,271,train
2,8,288,train
2,8,295,train
2,8,309,train
2,8,324,train
2,8,340,train
2,8,375,train
2,8,382,train
2,8,399,train
2,8,408,train
2,8,421,train
2,8,430,train
2,8,451,train
2,8,459,train
2,8,474,train
2,8,479,train
2,8,499,train
2,8,746,test
2,8,804,test
2,8,827,test
2,8,81,test
2,8,277,test
2,8,339,test
2,8,369,test
2,8,371,test
2,8,418,test
2,8,432,test
2,8,440,test
2,9,684,train
2,9,700,train
2,9,715,train
2,9,768,train
2,9,819,train
2,9,877,train
2,9,960,train
2,9,972,train
2,9,3,train
2,9,18,train
2,9,19,train
2,9,26,train
2,9,37,train
2,9,60,train
2,9,62,train
2,9,68,train
2,9,92,train
2,9,119,train
2,9,121,train
2,9,145,train
2,9,156,train
2,9,164,train
2,9,198,train
2,9,199,train
2,9,212,train
2,9,215,train
2,9,271,train
2,9,288,train
2,9,295,train
2,9,324,train
2,9,340,train
2,9,375,train
2,9,382,train
2,9,399,train
2,9,408,train
2,9,421,train
2,9,430,train
2,9,451,train
2,9,459,train
2,9,474,train
2,9,479,train
2,9,499,train
2,9,746,test
2,9,804,test
2,9,827,test
2,9,81,test
2,9,277,test
2,9,339,test
2,9,369,test
2,9,371,test
2,9,418,test
2,9,432,test
2,9,440,test
2,10,684,train
2,10,700,train
2,10,715,train
2,10,768,train
2,10,819,train
2,10,877,train
2,10,960,train
2,10,972,train
2,10,3,train
2,10,18,train
2,10,19,train
2,10,26,train
2,10,37,train
2,10,60,train
2,10,62,train
2,10,68,train
2,10,92,train
2,10,119,train
2,10,121,train
2,10,145,train
2,10,156,train
2,10,164,train
2,10,198,train
2,10,199,train
2,10,212,train
2,10,215,train
2,10,271,train
2,10,288,train
2,10,295,train
2,10,324,train
2,10,340,train
2,10,375,train
2,10,382,train
2,10,399,train
2,10,408,train
2,10,421,train
2,10,430,train
2,10,451,train
2,10,459,train
2,10,474,train
2,10,479,train
2,10,499,train
2,10,746,test
2,10,804,test
2,10,827,test
2,10,81,test
2,10,277,test
2,10,339,test
2,10,369,test
2,10,371,test
2,10,418,test
2,10,432,test
2,10,440,test
2,11,684,train
2,11,700,train
2,11,715,train
2,11,768,train
2,11,819,train
2,11,877,train
2,11,960,train
2,11,972,train
2,11,3,train
2,11,18,train
2,11,19,train
2,11,26,train
2,11,37,train
2,11,60,train
2,11,62,train
2,11,68,train
2,11,92,train
2,11,119,train
2,11,121,train
2,11,145,train
2,11,156,train
2,11,164,train
2,11,198,train
2,11,199,train
2,11,212,train
2,11,215,train
2,11,271,train
2,11,288,train
2,11,295,train
2,11,324,train
2,11,340,train
2,11,375,train
2,11,382,train
2,11,399,train
2,11,408,train
2,11,421,train
2,11,430,train
2,11,451,train
2,11,459,train
2,11,474,train
2,11,479,train
2,11,499,train
2,11,746,test
2,11,804,test
2,11,827,test
2,11,81,test
2,11,277,test
2,11,339,test
2,11,369,test
2,11,371,test
2,11,418,test
2,11,432,test
2,11,440,test
2,12,684,train
2,12,700,train
2,12,715,train
2,12,768,train
2,12,819,train
2,12,877,train
2,12,960,train
2,12,972,train
2,12,3,train
2,12,18,train
2,12,19,train
2,12,26,train
2,12,37,train
2,12,60,train
2,12,62,train
2,12,68,train
2,12,92,train
2,12,119,train
2,12,121,train
2,12,145,train
2,12,156,train
2,12,164,train
2,12,198,train
2,12,199,train
2,12,212,train
2,12,215,train
2,12,271,train
2,12,288,train
2,12,295,train
2,12,324,train
2,12,340,train
2,12,375,train
2,12,382,train
2,12,399,train
2,12,408,train
2,12,421,train
2,12,430,train
2,12,451,train
2,12,459,train
2,12,479,train
2,12,499,train
2,12,746,test
2,12,804,test
2,12,827,test
2,12,81,test
2,12,277,test
2,12,339,test
2,12,369,test
2,12,371,test
2,12,418,test
2,12,432,test
2,12,440,test
2,13,684,train
2,13,700,train
2,13,715,train
2,13,768,train
2,13,819,train
2,13,877,train
2,13,960,train
2,13,972,train
2,13,3,train
2,13,18,train
2,13,19,train
2,13,26,train
2,13,37,train
2,13,60,train
2,13,62,train
2,13,68,train
2,13,92,train
2,13,119,train
2,13,121,train
2,13,145,train
2,13,156,train
2,13,164,train
2,13,198,train
2,13,199,train
2,13,212,train
2,13,215,train
2,13,271,train
2,13,288,train
2,13,295,train
2,13,340,train
2,13,375,train
2,13,382,train
2,13,399,train
2,13,408,train
2,13,421,train
2,13,430,train
2,13,451,train
2,13,459,train
2,13,499,train
2,13,746,test
2,13,804,test
2,13,827,test
2,13,81,test
2,13,339,test
2,13,369,test
2,13,371,test
2,13,418,test
2,13,432,test
2,13,440,test
2,14,684,train
2,14,700,train
2,14,715,train
2,14,768,train
2,14,819,train
2,14,877,train
2,14,960,train
2,14,972,train
2,14,18,train
2,14,19,train
2,14,26,train
2,14,37,train
2,14,60,train
2,14,62,train
2,14,68,train
2,14,92,train
2,14,119,train
2,14,121,train
2,14,145,train
2,14,156,train
2,14,198,train
2,14,212,train
2,14,215,train
2,14,271,train
2,14,288,train
2,14,295,train
2,14,340,train
2,14,382,train
2,14,408,train
2,14,421,train
2,14,430,train
2,14,451,train
2,14,459,train
2,14,499,train
2,14,746,test
2,14,804,test
2,14,827,test
2,14,81,test
2,14,369,test
2,14,371,test
2,14,418,test
2,14,432,test
2,14,440,test
2,15,684,train
2,15,700,train
2,15,715,train
2,15,768,train
2,15,819,train
2,15,877,train
2,15,960,train
2,15,972,train
2,15,18,train
2,15,19,train
2,15,26,train
2,15,68,train
2,15,92,train
2,15,119,train
2,15,121,train
2,15,156,train
2,15,198,train
2,15,212,train
2,15,215,train
2,15,271,train
2,15,288,train
2,15,295,train
2,15,340,train
2,15,382,train
2,15,421,train
2,15,430,train
2,15,451,train
2,15,459,train
2,15,499,train
2,15,827,test
2,15,369,test
2,15,371,test
2,15,418,test
2,15,432,test
2,15,440,test
2,16,684,train
2,16,700,train
2,16,715,train
2,16,768,train
2,16,819,train
2,16,877,train
2,16,960,train
2,16,972,train
2,16,18,train
2,16,19,train
2,16,26,train
2,16,68,train
2,16,119,train
2,16,121,train
2,16,156,train
2,16,198,train
2,16,212,train
2,16,215,train
2,16,271,train
2,16,288,train
2,16,295,train
2,16,340,train
2,16,382,train
2,16,430,train
2,16,459,train
2,16,499,train
2,16,369,test
2,16,371,test
2,16,418,test
2,16,432,test
2,16,440,test
2,17,684,train
2,17,700,train
2,17,715,train
2,17,768,train
2,17,819,train
2,17,877,train
2,17,972,train
2,17,18,train
2,17,19,train
2,17,26,train
2,17,68,train
2,17,119,train
2,17,121,train
2,17,156,train
2,17,198,train
2,17,212,train
2,17,215,train
2,17,271,train
2,17,288,train
2,17,295,train
2,17,340,train
2,17,382,train
2,17,430,train
2,17,499,train
2,17,369,test
2,17,371,test
2,17,418,test
2,17,432,test
2,17,440,test
2,18,684,train
2,18,700,train
2,18,715,train
2,18,768,train
2,18,819,train
2,18,877,train
2,18,972,train
2,18,18,train
2,18,19,train
2,18,26,train
2,18,68,train
2,18,119,train
2,18,121,train
2,18,156,train
2,18,198,train
2,18,212,train
2,18,271,train
2,18,288,train
2,18,295,train
2,18,340,train
2,18,382,train
2,18,430,train
2,18,499,train
2,18,369,test
2,18,418,test
2,18,432,test
2,18,440,test
2,19,684,train
2,19,700,train
2,19,715,train
2,19,819,train
2,19,877,train
2,19,972,train
2,19,18,train
2,19,19,train
2,19,26,train
2,19,119,train
2,19,121,train
2,19,156,train
2,19,198,train
2,19,212,train
2,19,271,train
2,19,288,train
2,19,295,train
2,19,340,train
2,19,382,train
2,19,430,train
2,19,499,train
2,19,369,test
2,19,418,test
2,19,432,test
2,19,440,test
2,20,700,train
2,20,715,train
2,20,819,train
2,20,877,train
2,20,972,train
2,20,18,train
2,20,19,train
2,20,26,train
2,20,119,train
2,20,121,train
2,20,156,train
2,20,198,train
2,20,212,train
2,20,271,train
2,20,288,train
2,20,295,train
2,20,340,train
2,20,382,train
2,20,430,train
2,20,499,train
2,20,369,test
2,20,418,test
2,20,432,test
2,20,440,test
2,21,700,train
2,21,715,train
2,21,819,train
2,21,877,train
2,21,972,train
2,21,18,train
2,21,19,train
2,21,26,train
2,21,121,train
2,21,156,train
2,21,198,train
2,21,212,train
2,21,271,train
2,21,288,train
2,21,295,train
2,21,340,train
2,21,382,train
2,21,430,train
2,21,499,train
2,21,369,test
2,21,418,test
2,21,432,test
2,21,440,test
2,22,700,train
2,22,715,train
2,22,819,train
2,22,877,train
2,22,972,train
2,22,18,train
2,22,26,train
2,22,121,train
2,22,156,train
2,22,198,train
2,22,212,train
2,22,271,train
2,22,288,train
2,22,295,train
2,22,340,train
2,22,382,train
2,22,430,train
2,22,499,train
2,22,369,test
2,22,418,test
2,22,432,test
2,22,440,test
2,23,700,train
2,23,715,train
2,23,819,train
2,23,877,train
2,23,972,train
2,23,18,train
2,23,26,train
2,23,121,train
2,23,156,train
2,23,212,train
2,23,271,train
2,23,288,train
2,23,295,train
2,23,340,train
2,23,382,train
2,23,430,train
2,23,499,train
2,23,418,test
2,23,432,test
2,23,440,test
3,0,684,train
3,0,700,train
3,0,715,train
3,0,768,train
3,0,819,train
3,0,877,train
3,0,960,train
3,0,972,train
3,0,3,train
3,0,18,train
3,0,19,train
3,0,26,train
3,0,37,train
3,0,59,train
3,0,60,train
3,0,62,train
3,0,68,train
3,0,92,train
3,0,119,train
3,0,121,train
3,0,145,train
3,0,156,train
3,0,164,train
3,0,198,train
3,0,199,train
3,0,212,train
3,0,215,train
3,0,271,train
3,0,288,train
3,0,295,train
3,0,309,train
3,0,324,train
3,0,340,train
3,0,375,train
3,0,382,train
3,0,399,train
3,0,408,train
3,0,421,train
3,0,430,train
3,0,451,train
3,0,459,train
3,0,474,train
3,0,479,train
3,0,499,train
3,0,746,test
3,0,804,test
3,0,827,test
3,0,81,test
3,0,277,test
3,0,339,test
3,0,369,test
3,0,371,test
3,0,418,test
3,0,432,test
3,0,440,test
3,1,684,train
3,1,700,train
3,1,715,train
3,1,768,train
3,1,819,train
3,1,877,train
3,1,960,train
3,1,972,train
3,1,3,train
3,1,18,train
3,1,19,train
3,1,26,train
3,1,37,train
3,1,59,train
3,1,60,train
3,1,62,train
3,1,68,train
3,1,92,train
3,1,119,train
3,1,121,train
3,1,145,train
3,1,156,train
3,1,164,train
3,1,198,train
3,1,199,train
3,1,212,train
3,1,215,train
3,1,271,train
3,1,288,train
3,1,295,train
3,1,309,train
3,1,324,train
3,1,340,train
3,1,375,train
3,1,382,train
3,1,399,train
3,1,408,train
3,1,421,train
3,1,430,train
3,1,451,train
3,1,459,train
3,1,474,train
3,1,479,train
3,1,499,train
3,1,746,test
3,1,804,test
3,1,827,test
3,1,81,test
3,1,277,test
